GID	Pathway	Pathway_Name	Pathway_Class
MD04G1077800	ko05165	Human papillomavirus infection	Human Diseases
MD04G1078200	ko00100	Steroid biosynthesis	Metabolism
MD04G1078800	ko03018	RNA degradation	Genetic Information Processing
MD04G1079000	ko04721	Synaptic vesicle cycle	Organismal Systems
MD04G1079800	ko04626	Plant-pathogen interaction	Organismal Systems
MD04G1079900	ko04144	Endocytosis	Cellular Processes
MD04G1080200	ko00140	Steroid hormone biosynthesis	Metabolism
MD04G1080200	ko04913	Ovarian steroidogenesis	Organismal Systems
MD04G1080200	ko04917	Prolactin signaling pathway	Organismal Systems
MD04G1080200	ko04927	Cortisol synthesis and secretion	Organismal Systems
MD04G1080200	ko04934	Cushing syndrome	Human Diseases
MD04G1080300	ko00140	Steroid hormone biosynthesis	Metabolism
MD04G1080300	ko04913	Ovarian steroidogenesis	Organismal Systems
MD04G1080300	ko04917	Prolactin signaling pathway	Organismal Systems
MD04G1080300	ko04927	Cortisol synthesis and secretion	Organismal Systems
MD04G1080300	ko04934	Cushing syndrome	Human Diseases
MD04G1081900	ko05020	Prion diseases	Human Diseases
MD04G1082000	ko04714	Thermogenesis	Organismal Systems
MD04G1082100	ko04141	Protein processing in endoplasmic reticulum	Genetic Information Processing
MD04G1082300	ko04142	Lysosome	Cellular Processes
MD04G1082300	ko04612	Antigen processing and presentation	Organismal Systems
MD04G1082600	ko04075	Plant hormone signal transduction	Environmental Information Processing
MD04G1083500	ko03015	mRNA surveillance pathway	Genetic Information Processing
MD04G1083500	ko04390	Hippo signaling pathway	Environmental Information Processing
MD04G1083500	ko04024	cAMP signaling pathway	Environmental Information Processing
MD04G1083500	ko04022	cGMP-PKG signaling pathway	Environmental Information Processing
MD04G1083500	ko04113	Meiosis - yeast	Cellular Processes
MD04G1083500	ko04114	Oocyte meiosis	Cellular Processes
MD04G1083500	ko04218	Cellular senescence	Cellular Processes
MD04G1083500	ko04510	Focal adhesion	Cellular Processes
MD04G1083500	ko04810	Regulation of actin cytoskeleton	Cellular Processes
MD04G1083500	ko04611	Platelet activation	Organismal Systems
MD04G1083500	ko04910	Insulin signaling pathway	Organismal Systems
MD04G1083500	ko04921	Oxytocin signaling pathway	Organismal Systems
MD04G1083500	ko04261	Adrenergic signaling in cardiomyocytes	Organismal Systems
MD04G1083500	ko04270	Vascular smooth muscle contraction	Organismal Systems
MD04G1083500	ko04728	Dopaminergic synapse	Organismal Systems
MD04G1083500	ko04720	Long-term potentiation	Organismal Systems
MD04G1083500	ko04750	Inflammatory mediator regulation of TRP channels	Organismal Systems
MD04G1083500	ko05205	Proteoglycans in cancer	Human Diseases
MD04G1083500	ko05031	Amphetamine addiction	Human Diseases
MD04G1083500	ko05034	Alcoholism	Human Diseases
MD04G1083500	ko04931	Insulin resistance	Human Diseases
MD04G1083500	ko05168	Herpes simplex infection	Human Diseases
MD04G1083600	ko03015	mRNA surveillance pathway	Genetic Information Processing
MD04G1083600	ko04390	Hippo signaling pathway	Environmental Information Processing
MD04G1083600	ko04024	cAMP signaling pathway	Environmental Information Processing
MD04G1083600	ko04022	cGMP-PKG signaling pathway	Environmental Information Processing
MD04G1083600	ko04113	Meiosis - yeast	Cellular Processes
MD04G1083600	ko04114	Oocyte meiosis	Cellular Processes
MD04G1083600	ko04218	Cellular senescence	Cellular Processes
MD04G1083600	ko04510	Focal adhesion	Cellular Processes
MD04G1083600	ko04810	Regulation of actin cytoskeleton	Cellular Processes
MD04G1083600	ko04611	Platelet activation	Organismal Systems
MD04G1083600	ko04910	Insulin signaling pathway	Organismal Systems
MD04G1083600	ko04921	Oxytocin signaling pathway	Organismal Systems
MD04G1083600	ko04261	Adrenergic signaling in cardiomyocytes	Organismal Systems
MD04G1083600	ko04270	Vascular smooth muscle contraction	Organismal Systems
MD04G1083600	ko04728	Dopaminergic synapse	Organismal Systems
MD04G1083600	ko04720	Long-term potentiation	Organismal Systems
MD04G1083600	ko04750	Inflammatory mediator regulation of TRP channels	Organismal Systems
MD04G1083600	ko05205	Proteoglycans in cancer	Human Diseases
MD04G1083600	ko05031	Amphetamine addiction	Human Diseases
MD04G1083600	ko05034	Alcoholism	Human Diseases
MD04G1083600	ko04931	Insulin resistance	Human Diseases
MD04G1083600	ko05168	Herpes simplex infection	Human Diseases
MD04G1084900	ko00061	Fatty acid biosynthesis	Metabolism
MD04G1085000	ko00061	Fatty acid biosynthesis	Metabolism
MD04G1085600	ko00230	Purine metabolism	Metabolism
MD04G1087800	ko04144	Endocytosis	Cellular Processes
MD04G1087800	ko04728	Dopaminergic synapse	Organismal Systems
MD04G1088400	ko05202	Transcriptional misregulation in cancer	Human Diseases
MD04G1088700	ko00562	Inositol phosphate metabolism	Metabolism
MD04G1088700	ko04011	MAPK signaling pathway - yeast	Environmental Information Processing
MD04G1088700	ko04070	Phosphatidylinositol signaling system	Environmental Information Processing
MD04G1088700	ko04072	Phospholipase D signaling pathway	Environmental Information Processing
MD04G1088700	ko04144	Endocytosis	Cellular Processes
MD04G1088700	ko04139	Mitophagy - yeast	Cellular Processes
MD04G1088700	ko04810	Regulation of actin cytoskeleton	Cellular Processes
MD04G1088700	ko04666	Fc gamma R-mediated phagocytosis	Organismal Systems
MD04G1088700	ko05231	Choline metabolism in cancer	Human Diseases
MD04G1088800	ko03040	Spliceosome	Genetic Information Processing
MD04G1089200	ko04120	Ubiquitin mediated proteolysis	Genetic Information Processing
MD04G1089200	ko04115	p53 signaling pathway	Cellular Processes
MD04G1089200	ko05162	Measles	Human Diseases
MD04G1089300	ko04120	Ubiquitin mediated proteolysis	Genetic Information Processing
MD04G1089300	ko04115	p53 signaling pathway	Cellular Processes
MD04G1089300	ko05162	Measles	Human Diseases
MD04G1089400	ko00910	Nitrogen metabolism	Metabolism
MD04G1089500	ko00910	Nitrogen metabolism	Metabolism
MD04G1089800	ko00040	Pentose and glucuronate interconversions	Metabolism
MD04G1089800	ko02024	Quorum sensing	Cellular Processes
MD04G1090100	ko03015	mRNA surveillance pathway	Genetic Information Processing
MD04G1090100	ko04071	Sphingolipid signaling pathway	Environmental Information Processing
MD04G1090100	ko04151	PI3K-Akt signaling pathway	Environmental Information Processing
MD04G1090100	ko04152	AMPK signaling pathway	Environmental Information Processing
MD04G1090100	ko04113	Meiosis - yeast	Cellular Processes
MD04G1090100	ko04114	Oocyte meiosis	Cellular Processes
MD04G1090100	ko04261	Adrenergic signaling in cardiomyocytes	Organismal Systems
MD04G1090100	ko04728	Dopaminergic synapse	Organismal Systems
MD04G1090100	ko05165	Human papillomavirus infection	Human Diseases
MD04G1090600	ko00531	Glycosaminoglycan degradation	Metabolism
MD04G1090600	ko04142	Lysosome	Cellular Processes
MD04G1091700	ko00740	Riboflavin metabolism	Metabolism
MD04G1091800	ko04621	NOD-like receptor signaling pathway	Organismal Systems
MD04G1091800	ko05418	Fluid shear stress and atherosclerosis	Human Diseases
MD04G1091900	ko00270	Cysteine and methionine metabolism	Metabolism
MD04G1092800	ko02010	ABC transporters	Environmental Information Processing
MD04G1092800	ko04976	Bile secretion	Organismal Systems
MD04G1092800	ko05206	MicroRNAs in cancer	Human Diseases
MD04G1092800	ko05226	Gastric cancer	Human Diseases
MD04G1093200	ko00970	Aminoacyl-tRNA biosynthesis	Genetic Information Processing
MD04G1093600	ko00620	Pyruvate metabolism	Metabolism
MD04G1093600	ko00627	Aminobenzoate degradation	Metabolism
MD04G1093700	ko04075	Plant hormone signal transduction	Environmental Information Processing
MD04G1094100	ko03022	Basal transcription factors	Genetic Information Processing
MD04G1094300	ko00010	Glycolysis / Gluconeogenesis	Metabolism
MD04G1094300	ko00710	Carbon fixation in photosynthetic organisms	Metabolism
MD04G1094400	ko04141	Protein processing in endoplasmic reticulum	Genetic Information Processing
MD04G1094400	ko05134	Legionellosis	Human Diseases
MD04G1095300	ko04371	Apelin signaling pathway	Environmental Information Processing
MD04G1095300	ko04068	FoxO signaling pathway	Environmental Information Processing
MD04G1095300	ko04140	Autophagy - animal	Cellular Processes
MD04G1095300	ko04138	Autophagy - yeast	Cellular Processes
MD04G1095300	ko04136	Autophagy - other	Cellular Processes
MD04G1095300	ko04137	Mitophagy - animal	Cellular Processes
MD04G1095300	ko04139	Mitophagy - yeast	Cellular Processes
MD04G1095300	ko04621	NOD-like receptor signaling pathway	Organismal Systems
MD04G1095300	ko04727	GABAergic synapse	Organismal Systems
MD04G1095300	ko04212	Longevity regulating pathway - worm	Organismal Systems
MD04G1095300	ko05167	Kaposi sarcoma-associated herpesvirus infection	Human Diseases
MD04G1095400	ko04371	Apelin signaling pathway	Environmental Information Processing
MD04G1095400	ko04068	FoxO signaling pathway	Environmental Information Processing
MD04G1095400	ko04140	Autophagy - animal	Cellular Processes
MD04G1095400	ko04138	Autophagy - yeast	Cellular Processes
MD04G1095400	ko04136	Autophagy - other	Cellular Processes
MD04G1095400	ko04137	Mitophagy - animal	Cellular Processes
MD04G1095400	ko04139	Mitophagy - yeast	Cellular Processes
MD04G1095400	ko04621	NOD-like receptor signaling pathway	Organismal Systems
MD04G1095400	ko04727	GABAergic synapse	Organismal Systems
MD04G1095400	ko04212	Longevity regulating pathway - worm	Organismal Systems
MD04G1095400	ko05167	Kaposi sarcoma-associated herpesvirus infection	Human Diseases
MD04G1095800	ko04075	Plant hormone signal transduction	Environmental Information Processing
MD04G1096000	ko00230	Purine metabolism	Metabolism
MD04G1096100	ko00020	Citrate cycle (TCA cycle)	Metabolism
MD04G1096200	ko00360	Phenylalanine metabolism	Metabolism
MD04G1096200	ko00940	Phenylpropanoid biosynthesis	Metabolism
MD04G1096400	ko03010	Ribosome	Genetic Information Processing
MD04G1096400	ko04016	MAPK signaling pathway - plant	Environmental Information Processing
MD04G1096400	ko04075	Plant hormone signal transduction	Environmental Information Processing
MD04G1096500	ko03040	Spliceosome	Genetic Information Processing
MD04G1096600	ko05130	Pathogenic Escherichia coli infection	Human Diseases
MD04G1096700	ko00230	Purine metabolism	Metabolism
MD04G1096700	ko00240	Pyrimidine metabolism	Metabolism
MD04G1097100	ko03010	Ribosome	Genetic Information Processing
MD04G1097200	ko04212	Longevity regulating pathway - worm	Organismal Systems
MD04G1097900	ko03010	Ribosome	Genetic Information Processing
MD04G1098100	ko00970	Aminoacyl-tRNA biosynthesis	Genetic Information Processing
MD04G1098400	ko00190	Oxidative phosphorylation	Metabolism
MD04G1098400	ko04150	mTOR signaling pathway	Environmental Information Processing
MD04G1098400	ko04145	Phagosome	Cellular Processes
MD04G1098400	ko04966	Collecting duct acid secretion	Organismal Systems
MD04G1098400	ko04721	Synaptic vesicle cycle	Organismal Systems
MD04G1098400	ko05323	Rheumatoid arthritis	Human Diseases
MD04G1098400	ko05110	Vibrio cholerae infection	Human Diseases
MD04G1098400	ko05120	Epithelial cell signaling in Helicobacter pylori infection	Human Diseases
MD04G1098400	ko05165	Human papillomavirus infection	Human Diseases
MD04G1099100	ko04120	Ubiquitin mediated proteolysis	Genetic Information Processing
MD04G1099300	ko00902	Monoterpenoid biosynthesis	Metabolism
MD04G1099400	ko00902	Monoterpenoid biosynthesis	Metabolism
MD04G1099500	ko00902	Monoterpenoid biosynthesis	Metabolism
MD04G1100100	ko04141	Protein processing in endoplasmic reticulum	Genetic Information Processing
MD04G1100100	ko05164	Influenza A	Human Diseases
MD04G1100500	ko04130	SNARE interactions in vesicular transport	Genetic Information Processing
MD04G1100900	ko03320	PPAR signaling pathway	Organismal Systems
MD04G1101000	ko03060	Protein export	Genetic Information Processing
MD04G1101000	ko04141	Protein processing in endoplasmic reticulum	Genetic Information Processing
MD04G1101000	ko04145	Phagosome	Cellular Processes
MD04G1101000	ko05110	Vibrio cholerae infection	Human Diseases
MD04G1101300	ko00620	Pyruvate metabolism	Metabolism
MD04G1101300	ko00710	Carbon fixation in photosynthetic organisms	Metabolism
MD04G1101700	ko00940	Phenylpropanoid biosynthesis	Metabolism
MD04G1102900	ko00510	N-Glycan biosynthesis	Metabolism
MD04G1103300	ko00515	Mannose type O-glycan biosynthesis	Metabolism
MD04G1104000	ko03013	RNA transport	Genetic Information Processing
MD04G1104000	ko03008	Ribosome biogenesis in eukaryotes	Genetic Information Processing
MD04G1104600	ko04120	Ubiquitin mediated proteolysis	Genetic Information Processing
MD04G1104700	ko04612	Antigen processing and presentation	Organismal Systems
MD04G1104700	ko05152	Tuberculosis	Human Diseases
MD04G1104700	ko05166	Human T-cell leukemia virus 1 infection	Human Diseases
MD04G1104900	ko00053	Ascorbate and aldarate metabolism	Metabolism
MD04G1104900	ko00480	Glutathione metabolism	Metabolism
MD04G1105000	ko03018	RNA degradation	Genetic Information Processing
MD04G1105500	ko00510	N-Glycan biosynthesis	Metabolism
MD04G1109800	ko00010	Glycolysis / Gluconeogenesis	Metabolism
MD04G1109800	ko00020	Citrate cycle (TCA cycle)	Metabolism
MD04G1109800	ko00620	Pyruvate metabolism	Metabolism
MD04G1109800	ko00710	Carbon fixation in photosynthetic organisms	Metabolism
MD04G1110500	ko04010	MAPK signaling pathway	Environmental Information Processing
MD04G1110500	ko04064	NF-kappa B signaling pathway	Environmental Information Processing
MD04G1110500	ko04620	Toll-like receptor signaling pathway	Organismal Systems
MD04G1110500	ko04624	Toll and Imd signaling pathway	Organismal Systems
MD04G1110500	ko04722	Neurotrophin signaling pathway	Organismal Systems
MD04G1110500	ko05133	Pertussis	Human Diseases
MD04G1110500	ko05152	Tuberculosis	Human Diseases
MD04G1110500	ko05170	Human immunodeficiency virus 1 infection	Human Diseases
MD04G1110500	ko05162	Measles	Human Diseases
MD04G1110500	ko05169	Epstein-Barr virus infection	Human Diseases
MD04G1110500	ko05145	Toxoplasmosis	Human Diseases
MD04G1110500	ko05140	Leishmaniasis	Human Diseases
MD04G1110500	ko05142	Chagas disease (American trypanosomiasis)	Human Diseases
MD04G1111400	ko00480	Glutathione metabolism	Metabolism
MD04G1111400	ko00980	Metabolism of xenobiotics by cytochrome P450	Metabolism
MD04G1111400	ko00982	Drug metabolism - cytochrome P450	Metabolism
MD04G1111400	ko00983	Drug metabolism - other enzymes	Metabolism
MD04G1111400	ko05200	Pathways in cancer	Human Diseases
MD04G1111400	ko05204	Chemical carcinogenesis	Human Diseases
MD04G1111400	ko05225	Hepatocellular carcinoma	Human Diseases
MD04G1111400	ko05418	Fluid shear stress and atherosclerosis	Human Diseases
MD04G1111400	ko01524	Platinum drug resistance	Human Diseases
MD04G1111500	ko00941	Flavonoid biosynthesis	Metabolism
MD04G1111500	ko04712	Circadian rhythm - plant	Organismal Systems
MD04G1111600	ko00480	Glutathione metabolism	Metabolism
MD04G1111600	ko00980	Metabolism of xenobiotics by cytochrome P450	Metabolism
MD04G1111600	ko00982	Drug metabolism - cytochrome P450	Metabolism
MD04G1111600	ko00983	Drug metabolism - other enzymes	Metabolism
MD04G1111600	ko05200	Pathways in cancer	Human Diseases
MD04G1111600	ko05204	Chemical carcinogenesis	Human Diseases
MD04G1111600	ko05225	Hepatocellular carcinoma	Human Diseases
MD04G1111600	ko05418	Fluid shear stress and atherosclerosis	Human Diseases
MD04G1111600	ko01524	Platinum drug resistance	Human Diseases
MD04G1111700	ko00480	Glutathione metabolism	Metabolism
MD04G1111700	ko00980	Metabolism of xenobiotics by cytochrome P450	Metabolism
MD04G1111700	ko00982	Drug metabolism - cytochrome P450	Metabolism
MD04G1111700	ko00983	Drug metabolism - other enzymes	Metabolism
MD04G1111700	ko05200	Pathways in cancer	Human Diseases
MD04G1111700	ko05204	Chemical carcinogenesis	Human Diseases
MD04G1111700	ko05225	Hepatocellular carcinoma	Human Diseases
MD04G1111700	ko05418	Fluid shear stress and atherosclerosis	Human Diseases
MD04G1111700	ko01524	Platinum drug resistance	Human Diseases
MD04G1112000	ko00480	Glutathione metabolism	Metabolism
MD04G1112000	ko00980	Metabolism of xenobiotics by cytochrome P450	Metabolism
MD04G1112000	ko00982	Drug metabolism - cytochrome P450	Metabolism
MD04G1112000	ko00983	Drug metabolism - other enzymes	Metabolism
MD04G1112000	ko05200	Pathways in cancer	Human Diseases
MD04G1112000	ko05204	Chemical carcinogenesis	Human Diseases
MD04G1112000	ko05225	Hepatocellular carcinoma	Human Diseases
MD04G1112000	ko05418	Fluid shear stress and atherosclerosis	Human Diseases
MD04G1112000	ko01524	Platinum drug resistance	Human Diseases
MD04G1112100	ko00480	Glutathione metabolism	Metabolism
MD04G1112100	ko00980	Metabolism of xenobiotics by cytochrome P450	Metabolism
MD04G1112100	ko00982	Drug metabolism - cytochrome P450	Metabolism
MD04G1112100	ko00983	Drug metabolism - other enzymes	Metabolism
MD04G1112100	ko05200	Pathways in cancer	Human Diseases
